QueryID,Tables,lpbound_Estimate
502,MI MI_IDX MK,576917.2018860248
502,MI MI_IDX MK T,7057.000000000003
503,MI T,3036718.9999999977
503,MK T,503.9999999999998
503,MI_IDX T,262144.0
503,MI MK,37683.30024396157
503,MI MI_IDX,2668954.293393758
503,MI_IDX MK,503.99999999999915
503,MI MK T,37683.30024396157
503,MI MI_IDX T,2014965.3807368502
503,MI_IDX MK T,503.99999999999915
503,MI MI_IDX MK,37683.30024396152
503,MI MI_IDX MK T,37683.30024396147
504,MI T,92610.99999999985
504,MK T,132.00000000000009
504,MI_IDX T,4096.0
504,MI MK,15548.508993494617
504,MI MI_IDX,180111.99999999953
504,MI_IDX MK,132.0
504,MI MK T,15548.508993494617
504,MI MI_IDX T,92611.0000000003
504,MI_IDX MK T,132.00000000000009
504,MI MI_IDX MK,15548.508993494617
504,MI MI_IDX MK T,15548.508993494617
505,MI T,296516.99999999895
505,MK T,108791.99999999993
505,MI_IDX T,16384.0
505,MI MK,370148895.2568964
505,MI MI_IDX,8927314.000000006
505,MI_IDX MK,4523930.000000002
505,MI MK T,9862364.61738997
505,MI MI_IDX T,296516.99999999895
505,MI_IDX MK T,108791.99999999993
505,MI MI_IDX MK,370148895.2568964
505,MI MI_IDX MK T,9862364.617389945
506,MI T,12709858.000000002
506,MK T,6524.999999999996
506,MI_IDX T,1285242.9999999974
506,MI MK,1508837.5302394237
506,MI MI_IDX,29938052.146570895
506,MI_IDX MK,20771.986440291756
506,MI MK T,1508837.53023942
506,MI MI_IDX T,29654157.86918219
506,MI_IDX MK T,20771.98644029173
506,MI MI_IDX MK,4880192.572947504
506,MI MI_IDX MK T,4880192.572947504
507,MI T,1401901.9999999972
507,MK T,2886675.0
507,MI_IDX T,262144.0
507,MI MK,30451981.256436788
507,MI MI_IDX,1401902.0000000007
507,MI_IDX MK,4523930.000000002
507,MI MK T,22985285.27701493
507,MI MI_IDX T,1207878.4277898162
507,MI_IDX MK T,2886675.0
507,MI MI_IDX MK,30451981.256436788
507,MI MI_IDX MK T,22985285.27701504
508,MI T,999852.3422422584
508,MK T,2886675.0
508,MI_IDX T,629900.0000000003
508,MI MK,13918786.460718134
508,MI MI_IDX,2351473.7090979684
508,MI_IDX MK,16219594.070239816
508,MI MK T,10511422.507476738
508,MI MI_IDX T,1394133.6873986335
508,MI_IDX MK T,10092638.26011054
508,MI MI_IDX MK,49902864.62062808
508,MI MI_IDX MK T,36750927.959381126
509,MI T,2127.0
509,MK T,1750.9999999999998
509,MI_IDX T,64.0
509,MI MK,370148895.2568964
509,MI MI_IDX,8927314.000000006
509,MI_IDX MK,4523930.000000002
509,MI MK T,690832.6936473117
509,MI MI_IDX T,2127.0
509,MI_IDX MK T,1750.9999999999998
509,MI MI_IDX MK,370148895.2568964
509,MI MI_IDX MK T,690832.6936473117
510,MI T,432771.45967026474
510,MK T,1940.9999999999977
510,MI_IDX T,111146.99999999994
510,MI MK,19107.0012106564
510,MI MI_IDX,3774198.4464538884
510,MI_IDX MK,6253.6601204304
510,MI MK T,19107.001210656374
510,MI MI_IDX T,606616.9620731077
510,MI_IDX MK T,5822.999999999985
510,MI MI_IDX MK,61560.37686352255
510,MI MI_IDX MK T,57321.003631969186
511,MI T,486553.9999999999
511,MK T,4599.999999999999
511,MI_IDX T,267565.0000000001
511,MI MK,111724.19578154094
511,MI MI_IDX,1684281.8436820873
511,MI_IDX MK,15256.827854942145
511,MI MK T,111724.19578154094
511,MI MI_IDX T,1510921.9526631075
511,MI_IDX MK T,15256.827854942145
511,MI MI_IDX MK,370555.8309284399
511,MI MI_IDX MK T,370555.8309284399
512,MI T,5837584.000000003
512,MK T,132.00000000000009
512,MI_IDX T,262144.0
512,MI MK,120205.49984505685
512,MI MI_IDX,8927314.000000006
512,MI_IDX MK,132.0
512,MI MK T,79530.0621443688
512,MI MI_IDX T,5837584.000000003
512,MI_IDX MK T,132.00000000000009
512,MI MI_IDX MK,120205.49984505685
512,MI MI_IDX MK T,79530.0621443688
513,MI T,4426280.999999995
513,MK T,1394.9999999999989
513,MI_IDX T,262144.0
513,MI MK,607761.1755615849
513,MI MI_IDX,8927314.000000006
513,MI_IDX MK,1395.0000000000007
513,MI MK T,441695.9894797806
513,MI MI_IDX T,4426280.999999995
513,MI_IDX MK T,1394.9999999999989
513,MI MI_IDX MK,607761.1755615849
513,MI MI_IDX MK T,441695.9894797806
514,MI T,486553.9999999999
514,MK T,132.00000000000009
514,MI_IDX T,1379854.999999997
514,MI MK,5659.617648903085
514,MI MI_IDX,1684281.8436820873
514,MI_IDX MK,528.0000000000003
514,MI MK T,5659.617648903085
514,MI MI_IDX T,1684281.843682083
514,MI_IDX MK T,528.0000000000003
514,MI MI_IDX MK,22638.47059561234
514,MI MI_IDX MK T,22638.470595612394
515,MI T,466861.9999999998
515,MK T,154184.00000000015
515,MI_IDX T,32768.0
515,MI MK,30451981.256436788
515,MI MI_IDX,1401902.0000000007
515,MI_IDX MK,4523930.000000002
515,MI MK T,2054095.14327185
515,MI MI_IDX T,268814.0054919522
515,MI_IDX MK T,154184.00000000015
515,MI MI_IDX MK,30451981.256436788
515,MI MI_IDX MK T,2054095.14327185
516,MI T,8301049.0000000065
516,MK T,2886675.0
516,MI_IDX T,262144.0
516,MI MK,370148895.2568964
516,MI MI_IDX,8927314.000000006
516,MI_IDX MK,4523930.000000002
516,MI MK T,316395311.68192166
516,MI MI_IDX T,6285995.000000004
516,MI_IDX MK T,2886675.0
516,MI MI_IDX MK,370148895.2568964
516,MI MI_IDX MK T,316395311.6819232
517,MI T,97569.99999999988
517,MK T,132.00000000000009
517,MI_IDX T,4096.0000000000055
517,MI MK,120205.49984505685
517,MI MI_IDX,8927314.000000006
517,MI_IDX MK,132.0
517,MI MK T,25748.532230012686
517,MI MI_IDX T,97569.99999999988
517,MI_IDX MK T,132.00000000000009
517,MI MI_IDX MK,120205.49984505685
517,MI MI_IDX MK T,25748.532230012686
518,MI T,173016.00000000003
518,MK T,4889.000000000004
518,MI_IDX T,27182.99999999997
518,MI MK,313782.74758979346
518,MI MI_IDX,2199313.1777394875
518,MI_IDX MK,16114.336377420479
518,MI MK T,88696.68767208848
518,MI MI_IDX T,362100.4909855817
518,MI_IDX MK T,14667.00000000001
518,MI MI_IDX MK,1034427.8020979433
518,MI MI_IDX MK T,266090.06301626575
519,MI T,623.0000000000002
519,MK T,52.11466009434232
519,MI_IDX T,32.0
519,MI MK,73408.55599106418
519,MI MI_IDX,2668954.293393758
519,MI_IDX MK,1133.999999999998
519,MI MK T,760.8673445405867
519,MI MI_IDX T,467.1958903928843
519,MI_IDX MK T,52.11466009434232
519,MI MI_IDX MK,73408.555991064
519,MI MI_IDX MK T,760.8673445405867
520,MI T,3036718.9999999977
520,MK T,778.0000000000005
520,MI_IDX T,262144.0
520,MI MK,54109.45351338561
520,MI MI_IDX,2668954.293393758
520,MI_IDX MK,777.9999999999994
520,MI MK T,54109.45351338561
520,MI MI_IDX T,2014965.3807368502
520,MI_IDX MK T,777.9999999999994
520,MI MI_IDX MK,54109.45351338554
520,MI MI_IDX MK T,54109.45351338554
521,MI T,147487.00000000012
521,MK T,1021.0000000000001
521,MI_IDX T,629900.0000000003
521,MI MK,71829.37113047832
521,MI MI_IDX,548736.3805185985
521,MI_IDX MK,3355.024603798327
521,MI MK T,71829.37113047815
521,MI MI_IDX T,548736.3805185971
521,MI_IDX MK T,3355.024603798323
521,MI MI_IDX MK,240338.52421477786
521,MI MI_IDX MK T,240338.52421477728
522,MI T,486553.9999999999
522,MK T,976.0000000000015
522,MI_IDX T,262144.0
522,MI MK,32868.503636573936
522,MI MI_IDX,486553.9999999999
522,MI_IDX MK,976.0000000000015
522,MI MK T,32868.503636573936
522,MI MI_IDX T,486553.9999999999
522,MI_IDX MK T,976.0000000000027
522,MI MI_IDX MK,32868.503636573936
522,MI MI_IDX MK T,32868.503636573936
523,MI T,8301049.0000000065
523,MK T,2886675.0
523,MI_IDX T,262144.0
523,MI MK,370148895.2568964
523,MI MI_IDX,8927314.000000006
523,MI_IDX MK,4523930.000000002
523,MI MK T,316395311.68192166
523,MI MI_IDX T,6285995.000000004
523,MI_IDX MK T,2886675.0
523,MI MI_IDX MK,370148895.2568964
523,MI MI_IDX MK T,316395311.6819232
524,MI T,11028.527253912562
524,MK T,4463.999999999998
524,MI_IDX T,1024.0
524,MI MK,10319726.045442486
524,MI MI_IDX,673528.3707017251
524,MI_IDX MK,4523930.000000002
524,MI MK T,40005.1198711919
524,MI MI_IDX T,6201.347495438677
524,MI_IDX MK T,4463.999999999993
524,MI MI_IDX MK,10319726.045442486
524,MI MI_IDX MK T,40005.1198711919
525,MI T,598457.0000000003
525,MK T,4675.999999999998
525,MI_IDX T,32767.99999999996
525,MI MK,306811.4494441176
525,MI MI_IDX,598457.0000000003
525,MI_IDX MK,4675.999999999998
525,MI MK T,306811.44944411685
525,MI MI_IDX T,598456.999999999
525,MI_IDX MK T,4675.999999999998
525,MI MI_IDX MK,306811.4494441176
525,MI MI_IDX MK T,306811.4494441161
526,MI T,4426280.999999995
526,MK T,14364.000000000025
526,MI_IDX T,262144.0
526,MI MK,2087093.9409600792
526,MI MI_IDX,8927314.000000006
526,MI_IDX MK,14364.000000000025
526,MI MK T,1592638.482970943
526,MI MI_IDX T,4426280.999999995
526,MI_IDX MK T,14364.000000000044
526,MI MI_IDX MK,2087093.9409600792
526,MI MI_IDX MK T,1592638.482970943
527,MI T,1822.9999999999998
527,MK T,63.99999999999996
527,MI_IDX T,64.0
527,MI MK,132254.80399970352
527,MI MI_IDX,8927314.000000006
527,MI_IDX MK,160.99999999999997
527,MI MK T,1754.5552142922136
527,MI MI_IDX T,1754.5552142922156
527,MI_IDX MK T,63.99999999999996
527,MI MI_IDX MK,132254.80399970352
527,MI MI_IDX MK T,1754.5552142922156
528,MI T,296516.99999999895
528,MK T,108791.99999999993
528,MI_IDX T,34546.99999999994
528,MI MK,370148895.2568964
528,MI MI_IDX,29938052.146570895
528,MI_IDX MK,16219594.070239816
528,MI MK T,9862364.61738997
528,MI MI_IDX T,949869.5717414892
528,MI_IDX MK T,393701.4635632824
528,MI MI_IDX MK,1480595581.0275855
528,MI MI_IDX MK T,39449458.46955988
529,MI T,8301049.0000000065
529,MK T,29439.999999999975
529,MI_IDX T,629900.0000000003
529,MI MK,2849005.0223549413
529,MI MI_IDX,29938052.146570895
529,MI_IDX MK,90295.20081563391
529,MI MK T,2849005.0223549413
529,MI MI_IDX T,20648871.780291516
529,MI_IDX MK T,90295.20081563391
529,MI MI_IDX MK,9323634.828459952
529,MI MI_IDX MK T,9323634.828459952
530,MI T,8301049.0000000065
530,MK T,132.00000000000009
530,MI_IDX T,262144.0
530,MI MK,120205.49984505685
530,MI MI_IDX,8927314.000000006
530,MI_IDX MK,132.0
530,MI MK T,103450.00873180424
530,MI MI_IDX T,6285995.000000004
530,MI_IDX MK T,132.00000000000009
530,MI MI_IDX MK,120205.49984505685
530,MI MI_IDX MK T,103450.00873180424
531,MI T,902.9999999999997
531,MK T,65.23802572120039
531,MI_IDX T,64.00000000000004
531,MI MK,20785.81503563982
531,MI MI_IDX,147487.00000000012
531,MI_IDX MK,132.0
531,MI MK T,1478.6436352279077
531,MI MI_IDX T,903.0000000000008
531,MI_IDX MK T,65.23802572120039
531,MI MI_IDX MK,20785.81503563982
531,MI MI_IDX MK T,1478.6436352279077
532,MI T,598457.0000000003
532,MK T,2777.0000000000005
532,MI_IDX T,262144.0
532,MI MK,236390.15940812748
532,MI MI_IDX,598457.0000000003
532,MI_IDX MK,2776.9999999999973
532,MI MK T,236390.15940812748
532,MI MI_IDX T,598457.0000000003
532,MI_IDX MK T,2776.9999999999973
532,MI MI_IDX MK,236390.15940812748
532,MI MI_IDX MK T,236390.15940812748
533,MI T,776104.5302019562
533,MK T,2446921.0000000023
533,MI_IDX T,629900.0000000003
533,MI MK,10334411.319722593
533,MI MI_IDX,1897623.08041459
533,MI_IDX MK,16219594.070239816
533,MI MK T,6585509.808118474
533,MI MI_IDX T,1123962.8658394841
533,MI_IDX MK T,8670320.495102786
533,MI MI_IDX MK,37051845.753756516
533,MI MI_IDX MK T,23334827.99813724
534,MI T,3904.999999999999
534,MK T,128.00000000000009
534,MI_IDX T,256.0
534,MI MK,322356.27598047553
534,MI MI_IDX,8927314.000000006
534,MI_IDX MK,514.0000000000009
534,MI MK T,3904.999999999999
534,MI MI_IDX T,3904.9999999999895
534,MI_IDX MK T,128.00000000000009
534,MI MI_IDX MK,322356.27598047553
534,MI MI_IDX MK T,3904.999999999999
535,MI T,180111.99999999997
535,MK T,2886675.0
535,MI_IDX T,262144.0
535,MI MK,30066489.98732555
535,MI MI_IDX,180111.99999999953
535,MI_IDX MK,4523930.000000002
535,MI MK T,29214168.186383817
535,MI MI_IDX T,180111.99999999997
535,MI_IDX MK T,2886675.0
535,MI MI_IDX MK,30066489.98732555
535,MI MI_IDX MK T,29214168.186383817
536,MI T,4020.000000000002
536,MK T,1102.9999999999998
536,MI_IDX T,396.0000000000002
536,MI MK,370148895.2568964
536,MI MI_IDX,29938052.146570895
536,MI_IDX MK,16219594.070239816
536,MI MK T,77426.34715650753
536,MI MI_IDX T,12060.000000000005
536,MI_IDX MK T,3309.000000000003
536,MI MI_IDX MK,1480595581.0275855
536,MI MI_IDX MK T,232279.04146952226
537,MI T,6662742.000000004
537,MK T,1245.9999999999989
537,MI_IDX T,262144.0
537,MI MK,574848.1556445997
537,MI MI_IDX,8927314.000000006
537,MI_IDX MK,1246.0000000000005
537,MI MK T,422836.85383983015
537,MI MI_IDX T,6285995.000000004
537,MI_IDX MK T,1245.9999999999989
537,MI MI_IDX MK,574848.1556445997
537,MI MI_IDX MK T,422836.85383983015
538,MI T,127917.00000000013
538,MK T,1502.9999999999975
538,MI_IDX T,8192.0
538,MI MK,79658.16980699459
538,MI MI_IDX,660922.9999999993
538,MI_IDX MK,1502.9999999999975
538,MI MK T,79658.16980699459
538,MI MI_IDX T,127917.00000000013
538,MI_IDX MK T,1502.9999999999957
538,MI MI_IDX MK,79658.16980699459
538,MI MI_IDX MK T,79658.16980699459
539,MI T,7374.999999999987
539,MK T,255.9999999999997
539,MI_IDX T,255.99999999999983
539,MI MK,65364.34697906791
539,MI MI_IDX,180111.99999999953
539,MI_IDX MK,1055.9999999999993
539,MI MK T,7374.999999999996
539,MI MI_IDX T,7374.999999999996
539,MI_IDX MK T,255.99999999999952
539,MI MI_IDX MK,65364.34697906783
539,MI MI_IDX MK T,7374.999999999996
540,MI T,18213.999999999978
540,MK T,5761.999999999998
540,MI_IDX T,32768.0
540,MI MK,18824.56233698949
540,MI MI_IDX,18214.000000000004
540,MI_IDX MK,5761.999999999991
540,MI MK T,18824.56233698949
540,MI MI_IDX T,18213.999999999978
540,MI_IDX MK T,5761.999999999991
540,MI MI_IDX MK,18824.562336989467
540,MI MI_IDX MK T,18824.562336989467
541,MI T,3036718.9999999977
541,MK T,561.0000000000002
541,MI_IDX T,1379854.999999997
541,MI MK,41227.163620288105
541,MI MI_IDX,8008622.936345844
541,MI_IDX MK,2106.0399474896462
541,MI MK T,41227.163620288105
541,MI MI_IDX T,8008100.762239756
541,MI_IDX MK T,2106.0399474896462
541,MI MI_IDX MK,154770.14885208284
541,MI MI_IDX MK T,154770.14885208284
542,MI T,2127.0
542,MK T,116.47317287684751
542,MI_IDX T,64.0
542,MI MK,11931.527308791312
542,MI MI_IDX,2668954.293393758
542,MI_IDX MK,132.0
542,MI MK T,5604.775239595233
542,MI MI_IDX T,2126.9999999999973
542,MI_IDX MK T,92.2605007573664
542,MI MI_IDX MK,11931.527308791312
542,MI MI_IDX MK T,5604.775239595233
543,MI T,1533908.9999999949
543,MK T,1428.9999999999998
543,MI_IDX T,262144.0
543,MI MK,14955.394924083432
543,MI MI_IDX,1257789.6634473489
543,MI_IDX MK,1428.9999999999998
543,MI MK T,14955.394924083432
543,MI MI_IDX T,874861.9533220673
543,MI_IDX MK T,1428.9999999999998
543,MI MI_IDX MK,14955.394924083432
543,MI MI_IDX MK T,14955.394924083414
544,MI T,904.9999999999986
544,MK T,65.23802572120039
544,MI_IDX T,96.0
544,MI MK,39005.16076424202
544,MI MI_IDX,2199313.1777394875
544,MI_IDX MK,528.0000000000003
544,MI MK T,1040.5090157838763
544,MI MI_IDX T,1531.144825598106
544,MI_IDX MK T,195.71407716360116
544,MI MI_IDX MK,156020.64305696846
544,MI MI_IDX MK T,3121.527047351629
545,MI T,2127.0
545,MK T,148.44279349820897
545,MI_IDX T,174.00000000000006
545,MI MK,1037893.14206373
545,MI MI_IDX,29938052.146570895
545,MI_IDX MK,10781.042885143494
545,MI MK T,4254.0000000000055
545,MI MI_IDX T,8508.000000000011
545,MI_IDX MK T,267.93251021975914
545,MI MI_IDX MK,3379030.019481853
545,MI MI_IDX MK T,17016.0
546,MI T,6578.000000000011
546,MK T,2671.9999999999995
546,MI_IDX T,113058.00000000012
546,MI MK,7160.521863224623
546,MI MI_IDX,23486.15725582766
546,MI_IDX MK,8947.383125265264
546,MI MK T,7160.521863224623
546,MI MI_IDX T,19734.000000000033
546,MI_IDX MK T,8015.999999999988
546,MI MI_IDX MK,25565.99916592969
546,MI MI_IDX MK T,21481.565589673843
547,MI T,671.9999999999998
547,MK T,59.49664029199989
547,MI_IDX T,32.0
547,MI MK,436743.1207671577
547,MI MI_IDX,2668954.293393758
547,MI_IDX MK,13752.999999999995
547,MI MK T,1024.6990130595993
547,MI MI_IDX T,551.1297487887947
547,MI_IDX MK T,59.49664029199989
547,MI MI_IDX MK,436743.1207671577
547,MI MI_IDX MK T,1024.6990130595993
548,MI T,1401901.9999999972
548,MK T,1286.0
548,MI_IDX T,262144.0
548,MI MK,18650.305507946166
548,MI MI_IDX,1401902.0000000007
548,MI_IDX MK,1286.0
548,MI MK T,18650.305507946166
548,MI MI_IDX T,1207878.4277898162
548,MI_IDX MK T,1286.0
548,MI MI_IDX MK,18650.305507946166
548,MI MI_IDX MK T,18650.305507946166
549,MI T,707391.9999999992
549,MK T,176344.00000000015
549,MI_IDX T,32768.000000000044
549,MI MK,370148895.2568964
549,MI MI_IDX,8927314.000000006
549,MI_IDX MK,4523930.000000002
549,MI MK T,13752474.462682538
549,MI MI_IDX T,707391.9999999992
549,MI_IDX MK T,176344.00000000015
549,MI MI_IDX MK,370148895.2568964
549,MI MI_IDX MK T,13752474.462682538
550,MI T,2127.0000000000027
550,MK T,116.47317287684751
550,MI_IDX T,64.0
550,MI MK,4084.3873842870785
550,MI MI_IDX,68025.00000000003
550,MI_IDX MK,132.0
550,MI MK T,3272.493252846843
550,MI MI_IDX T,2127.0
550,MI_IDX MK T,92.2605007573664
550,MI MI_IDX MK,4084.3873842870785
550,MI MI_IDX MK T,3272.493252846839
551,MI T,178495.99999999953
551,MK T,1819.999999999997
551,MC T,28826.999999999956
551,MI MK,684405.9252353531
551,MC MI,62074790.8238554
551,MC MK,68516.43856809918
551,MI MK T,134788.54828211493
551,MC MI T,1336709.104440454
551,MC MK T,18068.923653610374
551,MC MI MK,26061554.926893044
551,MC MI MK T,1536201.7647070086
552,MI T,140389.29459099154
552,MK T,145251.00000000006
552,MC T,65577.99999999996
552,MI MK,8970898.48241373
552,MC MI,2327139.1869183425
552,MC MK,59253999.48506835
552,MI MK T,625454.9109202517
552,MC MI T,209826.37099010166
552,MC MK T,2074831.7836725959
552,MC MI MK,146354606.09037608
552,MC MI MK T,9338371.001316417
553,MI T,486553.9999999999
553,MK T,132.00000000000009
553,MC T,100505.9999999999
553,MI MK,5659.617648903085
553,MC MI,5120978.086889269
553,MC MK,7712.594097808338
553,MI MK T,5659.617648903085
553,MC MI T,1507280.7167346128
553,MC MK T,4791.845501145449
553,MC MI MK,330684.34602107474
553,MC MI MK T,205454.64673560314
554,MI T,11343.999999999987
554,MK T,265.99999999999955
554,MC T,1923.9999999999975
554,MI MK,199364.24647865008
554,MC MI,89174138.61208905
554,MC MK,14972.5071567609
554,MI MK T,11344.000000000002
554,MC MI T,132672.07489144025
554,MC MK T,1923.9999999999975
554,MC MI MK,11221739.124826442
554,MC MI MK T,132672.07489144025
555,MI T,1903255.9999999963
555,MK T,616457.0000000007
555,MC T,351088.9999999991
555,MI MK,370148895.2568964
555,MC MI,89174138.61208905
555,MC MK,59253999.48506835
555,MI MK T,50340068.87049319
555,MC MI T,11842830.662458759
555,MC MK T,8256726.7255951045
555,MC MI MK,10683444281.030056
555,MC MI MK T,1394115096.1582327
556,MI T,1401901.9999999972
556,MK T,219.0000000000003
556,MC T,1070559.9999999984
556,MI MK,4042.5739816040045
556,MC MI,6248464.890739542
556,MC MK,11923.341897619233
556,MI MK T,4042.5739816040095
556,MC MI T,5592233.930132888
556,MC MK T,11728.70379605765
556,MC MI MK,220095.85264422113
556,MC MI MK T,216502.9808396479
557,MI T,199783.0000000002
557,MK T,72797.00000000003
557,MC T,32640.999999999975
557,MI MK,63699617.68947622
557,MC MI,10453376.71539582
557,MC MK,42993041.665412776
557,MI MK T,4604434.611198738
557,MC MI T,1422859.3128565913
557,MC MK T,950296.0502154059
557,MC MI MK,1274115033.2052164
557,MC MI MK T,66671636.92716208
558,MI T,1401901.9999999972
558,MK T,2886675.0
558,MC T,1220675.6491320634
558,MI MK,30451981.256436788
558,MC MI,3977119.004730682
558,MC MK,24626110.318643
558,MI MK T,22985285.27701493
558,MC MI T,3977119.004730682
558,MC MK T,19973877.992556382
558,MC MI MK,180322441.55008894
558,MC MI MK T,166092384.95325813
559,MI T,6328.000000000006
559,MK T,132.00000000000009
559,MC T,1099.0000000000018
559,MI MK,39005.16076424202
559,MC MI,11480245.629404077
559,MC MK,7712.594097808338
559,MI MK T,3328.2584034296397
559,MC MI T,18413.729877458307
559,MC MK T,735.8281049266873
559,MC MI MK,2279022.520411807
559,MC MI MK T,27707.610486162605
560,MI T,3036718.9999999977
560,MK T,652.0000000000007
560,MC T,2584550.9999999967
560,MI MK,46701.39069236376
560,MC MI,14932644.368911477
560,MC MK,31898.97612234466
560,MI MK T,46701.39069236382
560,MC MI T,14889968.340560963
560,MC MK T,31898.9761223447
560,MC MI MK,2284856.666527612
560,MC MI MK T,2284856.666527612
561,MI T,3036718.9999999977
561,MK T,556.0000000000005
561,MC T,1274246.0000000012
561,MI MK,40896.46874007229
561,MC MI,10453376.71539582
561,MC MK,26205.713891016905
561,MI MK T,40896.46874007234
561,MC MI T,10453376.715395845
561,MC MK T,26205.713891016938
561,MC MI MK,1927556.0412864238
561,MC MI MK T,1927556.0412864285
562,MI T,140064.99999999988
562,MK T,173.99999999999994
562,MC T,126471.99999999987
562,MI MK,2629.8119178685392
562,MC MI,1473495.5600815334
562,MC MK,9805.796723422847
562,MI MK T,2629.811917868536
562,MC MI T,494918.67624691734
562,MC MK T,7024.6583787696145
562,MC MI MK,148203.454525596
562,MC MI MK T,106169.71450254864
563,MI T,200336.21314626437
563,MK T,128182.99999999985
563,MC T,58956.99999999992
563,MI MK,13703225.12761578
563,MC MI,2694950.126936819
563,MC MK,42993041.665412776
563,MI MK T,989137.4260043306
563,MC MI T,308457.4325966255
563,MC MK T,1873082.54835952
563,MC MI MK,186594690.4613845
563,MC MI MK T,16175153.21745028
564,MI T,2127.0
564,MK T,1750.9999999999998
564,MC T,288.9999999999999
564,MI MK,370148895.2568964
564,MC MI,62074790.8238554
564,MC MK,42993041.665412776
564,MI MK T,690832.6936473117
564,MC MI T,110232.16033128835
564,MC MK T,47590.7266387056
564,MC MI MK,9264364752.636738
564,MC MI MK T,47595956.25506065
565,MI T,8301049.0000000065
565,MK T,19527.999999999967
565,MC T,1220675.6491320634
565,MI MK,2715919.1224101447
565,MC MI,39397767.531991325
565,MC MK,168839.19347529436
565,MI MK T,2715919.122410138
565,MC MI T,36036890.750276364
565,MC MK T,168839.19347529436
565,MC MI MK,25315994.567423686
565,MC MI MK T,25315994.567423686
566,MI T,2127.0
566,MK T,116.47317287684751
566,MC T,288.9999999999999
566,MI MK,120205.49984505685
566,MC MI,62074790.8238554
566,MC MK,7712.594097808338
566,MI MK T,13760.531086515492
566,MC MI T,110232.16033128835
566,MC MK T,1014.6689115174478
566,MC MI MK,7026725.477580082
566,MC MI MK T,814937.0196911148
567,MI T,6142.000000000008
567,MK T,3248.999999999998
567,MC T,1274245.9999999981
567,MI MK,6142.0
567,MC MI,242878.29500203993
567,MC MK,105984.7563768054
567,MI MK T,6142.000000000008
567,MC MI T,242878.29500203993
567,MC MK T,105984.7563768054
567,MC MI MK,242878.29500203935
567,MC MI MK T,242878.29500203935
568,MI T,633133.9999999994
568,MK T,132.00000000000009
568,MC T,105763.0000000001
568,MI MK,23696.088010471263
568,MC MI,7521930.30670658
568,MC MK,8119.010299093786
568,MI MK T,23696.088010471292
568,MC MI T,1712346.4932907077
568,MC MK T,5486.645845239495
568,MC MI MK,1786162.1351103703
568,MC MI MK T,1236328.0808314502
569,MI T,14779356.000000013
569,MK T,1338.0
569,MC T,1274246.0000000012
569,MI MK,595659.741664651
569,MC MI,62074790.8238554
569,MC MK,53571.88168340478
569,MI MK T,595659.7416646496
569,MC MI T,62074790.8238554
569,MC MK T,53571.88168340472
569,MC MI MK,23870726.99130677
569,MC MI MK T,23870726.99130671
570,MI T,199783.0000000002
570,MK T,141.00000000000009
570,MC T,32640.999999999975
570,MI MK,24398.346234939767
570,MC MI,5457701.857948994
570,MC MK,8163.103364556506
570,MI MK T,24398.346234939767
570,MC MI T,954627.4147660923
570,MC MK T,4128.94395034295
570,MC MI MK,1412526.398865614
570,MC MI MK T,714463.8587597659
571,MI T,395213.99999999965
571,MK T,132.00000000000009
571,MC T,65577.99999999996
571,MI MK,120205.49984505685
571,MC MI,89174138.61208905
571,MC MK,8119.010299093786
571,MI MK T,48451.20208680223
571,MC MI T,2930708.32350405
571,MC MK T,4589.389116651888
571,MC MI MK,7398147.251027724
571,MC MI MK T,1757865.6733184692
572,MI T,72987.99999999983
572,MK T,293.99999999999983
572,MC T,14615.000000000016
572,MI MK,209594.61602340822
572,MC MI,39397767.531991325
572,MC MK,7925.188253986281
572,MI MK T,23365.39184349366
572,MC MI T,318734.2926263188
572,MC MK T,3480.0860194750003
572,MC MI MK,5649921.051045852
572,MC MI MK T,276576.78059216845
573,MI T,598457.0000000003
573,MK T,132.00000000000009
573,MC T,1274246.0000000012
573,MI MK,39005.16076424202
573,MC MI,11480245.629404077
573,MC MK,7712.594097808338
573,MI MK T,39005.160764242115
573,MC MI T,11480245.629404077
573,MC MK T,7712.594097808347
573,MC MI MK,2279022.520411807
573,MC MI MK T,2279022.5204118127
574,MI T,2590.999999999996
574,MK T,130.4760514424007
574,MC T,431.0000000000002
574,MI MK,120205.49984505685
574,MC MI,62074790.8238554
574,MC MK,7712.594097808338
574,MI MK T,4387.272387258399
574,MC MI T,21903.350086231094
574,MC MK T,663.999246987525
574,MC MI MK,7026725.477580082
574,MC MI MK T,104770.10184114146
575,MI T,598457.0000000003
575,MK T,1135.999999999998
575,MC T,115324.99999999999
575,MI MK,151325.66276081535
575,MC MI,11480245.629404077
575,MC MK,46999.985559887165
575,MI MK T,151207.9859597366
575,MC MI T,4055689.2046105997
575,MC MK T,28036.321125906674
575,MC MI MK,6267390.164524183
575,MC MI MK T,3759475.237949048
576,MI T,8301049.0000000065
576,MK T,14119.999999999998
576,MC T,1220675.6491320634
576,MI MK,2105247.513574202
576,MC MI,39397767.531991325
576,MC MK,135980.66846592285
576,MI MK T,2105247.513574197
576,MC MI T,36036890.750276364
576,MC MK T,135980.66846592285
576,MC MI MK,23059161.31327997
576,MC MI MK T,23059161.31327997
577,MI T,6527.000000000008
577,MK T,2886675.0
577,MC T,1307689.9999999956
577,MI MK,1730508.5998758688
577,MC MI,284914.89875045663
