QueryID,lpbound_Estimate
1,2131.9999999999955
2,3855.0
3,6.000000000000002
4,251.00000000000014
5,8907.999999999996
6,980.0000000000002
7,92284.85253821427
8,37284.00000000004
9,951256.999999997
10,167898.00000000032
11,41576.000000000065
12,1141373.682498416
13,50830.00000000002
14,164.0000000000001
15,32448.00000000002
16,15642.0
17,255244.8381926656
18,19448.88020939239
19,116758.54107594492
20,871188.7299087385
21,115798.55377335213
22,19220.613886828523
23,21612.744434707904
24,23529.40949646637
25,24719.36721112345
26,30463.072703507692
27,209.99999999999997
28,6545.493105947026
29,549.9999999999992
30,110.00000000000003
31,24374.266385554747
32,75301.332202523
33,1090367.9999999974
34,70886.06430039686
35,14897.277944439467
36,35440.93172621243
37,1007473.41339114
38,571428.0000000009
39,208027.00000000012
40,355.0000000000001
41,3359.9999999999973
42,3214.9999999999945
43,252.00000000000006
44,175109.99999999968
45,72716.99999999996
46,4630.000000000007
47,3.0
48,72851.99999999999
49,17.999999999999996
50,645182.0000000003
51,219.00000000000017
52,91562.9999999998
53,237712.22316822706
54,1213154.9099698674
55,264.00000000000017
56,1215529.0000000005
57,192.9999999999998
58,9.999999999999998
59,251.0
60,15494868.21566268
61,149749.316893478
62,425038.2964016295
63,2521.2343397158907
64,90301.9999999999
65,164.0000000000001
66,286.99999999999994
67,18473.000000000004
68,11113058.146973263
69,3736.0361666159506
70,14693665.754628155
71,25037.334443021897
72,8173.148729863673
73,66.00000000000004
74,156736.47344892457
75,912.9999999999999
76,1330382.83853284
77,603.9999999999999
78,93896464.96040323
79,157966.11690632298
80,166125.00000000035
81,261.00000000000006
82,59508.00000000007
83,4.999999999999999
84,80095.00000000026
85,93343.00000000004
86,149.6408044365621
87,12330537.999999966
88,1006127.9999999999
89,871206.0000000019
90,40061.00000000005
91,21.000000000000007
92,352995.0000000012
93,1090691.9999999974
94,11.0
95,5758788.000000005
96,8116530.999999939
97,12330537.999999966
98,112472.99999999987
99,422291.99999999907
100,5283757.000000019
101,2594356.000000011
102,2470.999999999997
103,2215068.999999987
104,264.00000000000017
105,511.0000000000006
106,5344.9999999999945
107,5345.000000000007
108,165890.99999999924
109,9789520.999999989
110,428.9999999999999
111,9461966.000000048
112,6311.000000000008
113,9136087.000000013
114,18600.97051231463
115,18396178.285365082
116,1026625.580481998
117,83839.99999999996
118,1645539.167840133
119,8134452.743364686
120,2859250.3535295087
121,19700.999999999996
122,6522235.444427746
123,16284843.03467084
124,2210611.0879867612
125,1054433.8991544645
126,2329.707921607342
127,34916630.47029048
128,8110117.2358958
129,401015.5225391893
130,909856.0000000023
131,97987.99999999991
132,16284843.03467084
133,6604507.373100883
134,709242.4366812754
135,46604.99999999997
136,10855.168077634973
137,669930.897856638
138,43663.71533664999
139,428915.0317347244
140,275628.303009303
141,196496.99999999988
142,1213154.9099698674
143,11644.00000000001
144,12.0
145,3167.9999999999977
146,337.14092009128734
147,31116.00000000002
148,15047408.285361933
149,1215529.0000000005
150,529.9999999999997
151,2.0
152,428915.0317347244
153,715230.11404253
154,6.000000000000002
155,34080.00000000001
156,2884658.000000009
157,635.0000000000003
158,6176.999999999999
159,154051.99999999988
160,231.00000000000009
161,660.0000000000001
162,479.9999999999998
163,17.999999999999996
164,1079.9999999999993
165,847994.659522687
166,28200.928665616288
167,21427.905831561806
168,2580440.791308775
169,6276.192166536161
170,5200136.003493224
171,3871.561831966289
172,181885.24680413134
173,9699.633456939144
174,264.00000000000017
175,3417663.35445962
176,403949.9999999983
177,13770184.090486828
178,2401444.339100672
179,714312.8714309178
180,33224274.458377756
181,15550345.000428705
182,1103101708.1832705
183,2584.9999999999977
184,3742391.9100620346
185,10690.000000000015
186,74365.261199165
187,737243.2508765068
188,522395.95439099986
189,5419609.898936948
190,5004884.862645621
191,2846990.994548802
192,19714309.709125977
193,132059398.45865603
194,942535.1726136042
195,797424289.3379433
196,117670.62153699675
197,2029257.0369575927
198,3478.037373702992
199,2131187.593928778
200,2181718.0000000037
201,156329918.76389256
202,3374.999999999999
203,11.0
204,4930.956490052455
205,12222529.914845292
206,36960.000000000044
207,10485131.535825077
208,17263618.628207814
209,2471.000000000003
210,5753274.866788892
211,1484169.6861774256
212,27797.882467069452
213,3431391.8757075835
214,649.9999999999997
215,2147039.999999997
216,7412.999999999972
217,428692.1188104983
218,16153919.999999994
219,1563.9999999999932
220,49017.850687275095
221,1338.70312339697
222,5840.803931689494
223,3841.0628698446553
224,34404776.83478917
225,15305455.807591042
226,18091464.80173173
227,16238343.809094625
228,9520560.456897976
229,21224489.7729946
230,13279365.222801534
231,28625905.999999933
232,19429582.273153987
233,18886.505293932943
234,132233537.39793319
235,72506.45941345584
236,11278201.39919278
237,21738040.670274727
238,23908274.075324632
239,83201155.61280854
240,5337405915.502153
241,8709479.595596766
242,37406.87366663711
243,17979420.33413974
244,35906.97138463034
245,6276.192166536161
246,9621.24422028551
247,111239.20605785343
248,34503740.96297398
249,253476.20400590863
250,9831226.67138859
251,7087753.479052656
252,91034.00227486943
253,492884.6583164973
254,207.9999999999997
255,4089.99275324425
256,5776377.064211205
257,728243468.6524662
258,53371.12929399214
259,2011760.602148353
260,852.0000000000006
261,22107.818481252256
262,4524528.908354727
263,67678.8698022568
264,13348.000000000013
265,1056.0000000000007
266,54338720.69948803
267,1302.0000000000025
268,38312396.40698485
269,6276.192166536176
270,22973647.200691175
271,4035274.801869521
272,891978.3981855236
273,2984367514.551877
274,156287375.87809405
275,133047713316.99379
276,146290743.1775403
277,1716327046.2162385
