QueryID,safebound_Estimate,safebound_InferenceTime
163,40707.64611280194,2.758
164,52764.28893488963,1.916
165,104592117.33849972,3.574
166,4878914.425531914,1.492
167,4164000.000000001,1.332
168,67962383.78303903,1.489
169,5299989.111111111,1.166
170,76723720.83485602,2.7169999999999996
171,874971.3333333333,3.9560000000000004
172,26032544.299735453,2.6670000000000003
173,1883291.2941176472,4.001
174,2455704.2600420085,2.509
175,51692261.50778152,3.212
176,355986883.0000001,2.84
177,1049579546.101859,2.867
178,9119907.999999998,1.9819999999999998
179,44840830.3251285,2.209
180,36974592.00000001,2.719
181,571707600.0689576,3.735
182,1906635229.6162925,2.0799999999999996
183,2101606.145998299,2.216
184,8685528.04567051,2.902
185,1736926.6539354413,1.916
186,4713390.372022264,3.235
187,116612591.02414688,3.201
188,1817246.351884263,4.011
189,16372119.999999998,2.8
190,125036772.55417924,3.593
191,7563377.935734,4.24
192,67971375.54231459,1.747
193,2360469685.372148,2.549
194,5189987.142352484,2.798
195,1492853593.4400964,1.547
196,769726.0,1.143
197,486389277.9600401,2.2030000000000003
198,3479637.807645065,2.819
199,6105593.769629952,3.662
200,28863310.02206492,4.4079999999999995
201,644899451.9060013,2.241
202,5345968.226880622,3.362
203,7566614.4308030335,4.749
204,135827.99999999997,1.6340000000000001
205,27881530.246433903,2.248
206,133319759.90268596,2.37
207,115771561.80669452,2.0
208,72902665.99999997,1.613
209,369589.8786804558,4.734
210,14832092.0,1.343
211,25523928.00000001,2.885
212,15155255.014915226,2.614
213,7996650.129690287,5.195
214,18690404.038784742,5.355
215,323870810.3889653,2.2300000000000004
216,1453325.254325851,4.278
217,24226942.03359999,3.1180000000000003
218,192603018.5393727,1.704
219,254847840.9941896,2.379
220,108692828.25847924,3.933
221,1397834120.765725,2.605
222,17359525.81879565,2.206
223,101338155.5966866,3.216
224,796593235.8657582,2.185
225,320358270.8353178,3.4090000000000003
226,454906646.2637499,3.0100000000000002
227,644324497.1912217,3.743
228,614351993.1699803,3.942
229,1630797770.0000002,4.263
230,260027136.0000001,2.2169999999999996
231,1335602895.3678868,2.336
232,320043550.4515702,2.754
233,16858579.880004335,3.0140000000000002
234,694082462.6989042,5.473
235,3259872.0,2.2950000000000004
236,122357601.74592856,2.5869999999999997
237,963779807.6379914,2.381
238,576738404.2967113,3.485
239,300897837.6581213,2.44
240,42137174486.58368,2.78
241,1112218218.814321,3.005
242,5730796.199672667,1.392
243,1474976119.4633288,3.457
244,784528.0000000002,4.263
245,2065919.2034166527,5.108
246,2138420.184729095,5.114999999999999
247,5963980.000000002,2.323
248,1126742662.355295,2.7399999999999998
249,89049374.05371729,4.2909999999999995
250,146056563.78247473,4.0280000000000005
251,228000628.08593228,3.6
252,17661960.000000007,3.251
253,21042869.74693644,1.366
254,842476.1988423653,3.588
255,3543931.4289741847,4.75
256,83986385.63806418,2.063
257,5429402296.773599,1.704
258,13269693.62647754,1.4480000000000002
259,40750466.58243894,1.5690000000000002
260,5846378.412587922,4.557
261,17995751.628386922,4.475
262,75796055.97599858,1.314
263,4572544.0,1.581
264,120868156.95230304,2.777
265,8226478.943023797,4.518999999999999
266,1973853359.3645463,1.878
267,1557582.9481606528,4.771
268,1430778518.4505572,2.098
269,1116035.5750000011,3.37
270,1859777502.334638,6.198
271,248974268.3232593,4.78
272,1521795154.09172,4.4559999999999995
273,267420437285.4741,1.633
274,126934337057.47656,3.248
275,1605342175058.332,2.565
276,6391613280.728215,3.0709999999999997
277,181162732884.4269,3.055
