QueryID,duckdb_Estimate
1,3
2,186443
3,186443
4,186443
5,5384
6,5384
7,5384
8,53764
9,53764
10,53764
11,61065
12,222435
13,222435
14,222435
15,16008
16,16008
17,3201
18,3201
19,3201
20,3201
21,35218
22,0
23,1
24,8144
25,98
26,98
27,340
28,515
29,515
30,515
31,4
32,7486
33,1497
34,7486
35,205
36,1029
37,205
38,1
39,1
40,1
41,65
42,65
43,56
44,56
45,2055
46,411
47,0
48,65
49,65
50,56
51,56
52,411
