QueryID,Tables,duckdb_Estimate,duckdb_InferenceTime
59,PH U V,3946,7.377147674560547
59,B PH V,152459,4.317998886108398
59,B P PL U,439,4.689931869506836
59,P PH PL U,66,9.936094284057617
59,P PL U V,361,5.25355339050293
59,B P PH PL,2579,9.634256362915039
59,B P PL V,13956,5.957365036010742
59,P PH PL V,6967,9.294271469116211
59,B P PH U,2191,10.124921798706055
59,B P U V,11853,7.220268249511719
59,P PH U V,1800,9.707212448120117
59,B P PH V,137373,9.901762008666992
59,B PH U V,7815,6.371021270751953
59,B P PH PL U,132,11.310100555419922
59,B P PL U V,715,11.703014373779297
59,P PH PL U V,108,11.598825454711914
59,B P PH PL V,8290,11.591672897338867
59,B P PH U V,3564,6.987094879150391
59,B P PH PL U V,215,14.833211898803711
60,C P,174305,3.0117034912109375
60,P PL,11102,2.503633499145508
60,P V,328064,3.8204193115234375
60,P U,18395,3.7086009979248047
60,B P,359753,1.6102790832519531
60,C PL,95604,2.2897720336914062
60,C V,1037468,3.4792423248291016
60,PL V,66079,2.8078556060791016
60,B U,15970,2.4166107177734375
60,C P PL,21039,6.0367584228515625
60,C P V,621718,2.520322799682617
60,C P U,34861,5.913257598876953
60,B C P,681774,3.9322376251220703
60,P PL V,39599,2.7718544006347656
60,P PL U,2220,2.9010772705078125
60,B P PL,43424,2.524852752685547
60,P U V,65612,2.835512161254883
60,B P V,1283185,2.426624298095703
60,B P U,36425,4.562854766845703
60,C PL V,208969,5.370616912841797
60,C P PL V,75044,3.747701644897461
60,C P PL U,4207,7.145881652832031
60,B C P PL,82293,7.738351821899414
60,C P U V,124343,9.462833404541016
60,B C P V,2431783,5.254507064819336
60,B C P U,69031,8.618831634521484
60,P PL U V,7919,9.272575378417969
60,B P PL V,154887,5.69915771484375
60,B P PL U,4396,8.61048698425293
60,B P U V,129925,3.8030147552490234
60,C P PL U V,15008,10.86735725402832
60,B C P PL V,293529,7.568597793579102
60,B C P PL U,8332,9.592056274414062
60,B C P U V,246223,10.510444641113281
60,B P PL U V,15682,10.596990585327148
60,B C P PL U V,29720,7.768392562866211
61,C P,6972,4.512548446655273
61,P PL,1110,2.283811569213867
61,P V,5467,2.6314258575439453
61,P U,3679,3.662586212158203
61,B P,71949,2.0380020141601562
61,C PL,9560,2.5968551635742188
61,C V,17291,1.8320083618164062
61,PL V,2753,2.9413700103759766
61,B U,15970,2.6493072509765625
61,C P PL,420,2.9921531677246094
61,C P V,2072,5.447864532470703
61,C P U,1394,7.778406143188477
61,B C P,27270,3.3240318298339844
61,P PL V,329,8.032560348510742
61,P PL U,222,5.960941314697266
61,B P PL,4342,7.116079330444336
61,P U V,1093,7.595539093017578
61,B P V,21386,4.411220550537109
61,B P U,7285,3.4852027893066406
61,C PL V,1741,6.9141387939453125
61,C P PL V,125,7.341146469116211
61,C P PL U,84,8.832693099975586
61,B C P PL,1645,9.341239929199219
61,C P U V,414,5.128622055053711
61,B C P V,8105,9.33837890625
61,B C P U,2761,9.884119033813477
61,P PL U V,65,10.773658752441406
61,B P PL V,1290,5.754709243774414
61,B P PL U,439,9.786367416381836
61,B P U V,2165,6.997823715209961
61,C P PL U V,25,11.774778366088867
61,B C P PL V,489,12.76850700378418
61,B C P PL U,166,10.191202163696289
61,B C P U V,820,11.467695236206055
61,B P PL U V,130,11.679410934448242
61,B C P PL U V,49,13.957738876342773
62,C P,1936,5.6591033935546875
62,P PL,2220,3.1900405883789062
62,P V,65612,2.6357173919677734
62,P U,3679,2.0182132720947266
62,B P,71949,3.5130977630615234
62,C PL,5311,2.7904510498046875
62,C V,57639,3.485441207885742
62,PL V,66079,3.5889148712158203
62,B U,15970,3.253936767578125
62,C P PL,233,6.971836090087891
62,C P V,6908,5.130290985107422
62,C P U,387,7.908344268798828
62,B C P,7575,4.596471786499023
62,P PL V,7919,7.587909698486328
62,P PL U,444,2.7730464935302734
62,B P PL,8684,4.5337677001953125
62,P U V,13122,7.841587066650391
62,B P V,256634,3.1464099884033203
62,B P U,7285,5.510807037353516
62,C PL V,11609,2.434253692626953
62,C P PL V,833,9.101152420043945
62,C P PL U,46,9.021520614624023
62,B C P PL,914,9.34147834777832
62,C P U V,1381,10.483741760253906
62,B C P V,27020,6.943702697753906
62,B C P U,767,8.596658706665039
62,P PL U V,1583,9.370088577270508
62,B P PL V,30977,10.001182556152344
62,B P PL U,879,6.441831588745117
62,B P U V,25984,8.992195129394531
62,C P PL U V,166,11.250019073486328
62,B C P PL V,3261,11.297225952148438
62,B C P PL U,92,11.317014694213867
62,B C P U V,2735,6.072044372558594
62,B P PL U V,3136,10.990619659423828
62,B C P PL U V,330,13.525009155273438
63,C P,1936,4.7779083251953125
63,P PL,1110,2.033233642578125
63,P V,13122,3.8747787475585938
63,P U,3679,5.735874176025391
63,B P,71949,1.8494129180908203
63,C PL,2655,2.87628173828125
63,C V,11527,4.502058029174805
63,PL V,6607,3.203868865966797
63,B U,15970,3.4208297729492188
63,C P PL,116,6.179094314575195
63,C P V,1381,8.040428161621094
63,C P U,387,5.306720733642578
63,B C P,7575,6.897211074829102
63,P PL V,791,5.352497100830078
63,P PL U,222,7.573127746582031
63,B P PL,4342,7.210254669189453
63,P U V,2624,5.334377288818359
63,B P V,51326,7.519245147705078
63,B P U,7285,4.77290153503418
63,C PL V,1160,7.102727890014648
63,C P PL V,83,4.900217056274414
63,C P PL U,23,9.932756423950195
63,B C P PL,457,6.323099136352539
63,C P U V,276,9.182214736938477
63,B C P V,5404,3.816366195678711
63,B C P U,767,6.742238998413086
63,P PL U V,158,10.842561721801758
63,B P PL V,3097,4.898786544799805
63,B P PL U,439,5.255699157714844
63,B P U V,5196,4.712104797363281
63,C P PL U V,16,11.918306350708008
63,B C P PL V,326,10.089635848999023
63,B C P PL U,46,11.096715927124023
63,B C P U V,547,11.692285537719727
63,B P PL U V,313,11.471748352050781
63,B C P PL U V,33,13.877391815185547
64,P PL,30,5.026340484619141
64,P PH,819,3.1223297119140625
64,C P,471,5.238056182861328
64,PH PL,4643,3.0193328857421875
64,C PL,3823,4.365444183349609
64,C PH,72922,1.8513202667236328
64,C U,6972,3.111600875854492
64,C V,527149,3.1273365020751953
64,U V,13122,2.548694610595703
64,P PH PL,19,7.969141006469727
64,C P PL,11,3.495931625366211
64,C P PH,310,7.540702819824219
64,C P U,94,3.5102367401123047
64,C P V,7124,7.683277130126953
64,C PH PL,5584,4.336833953857422
64,C PL U,764,6.791114807128906
64,C PL V,57816,4.441738128662109
64,C PH U,14584,6.53529167175293
64,C PH V,1102688,2.6483535766601562
64,C U V,11344,2.357006072998047
64,C P PH PL,7,6.468772888183594
64,C P PL U,2,9.737014770507812
64,C P PL V,171,10.64443588256836
64,C P PH U,62,6.710529327392578
64,C P PH V,4696,9.222984313964844
64,C P U V,153,9.702205657958984
64,C PH PL U,1116,9.38272476196289
64,C PH PL V,84447,4.017353057861328
64,C PL U V,1244,10.153770446777344
64,C PH U V,23730,6.51097297668457
