QueryID,Runtime
1,0.0183796666666666
2,0.001648
3,0.002547
4,0.0015593333333333
5,0.3665743333333333
6,3.221617
7,1.903768
8,5.423772
9,0.5729946666666667
10,0.448952
11,0.662053
12,1.9838233333333333
13,0.5609753333333334
14,2.269137333333333
15,0.0095536666666666
16,0.150042
17,0.0015813333333333
18,0.0025223333333333
19,7.008619666666667
20,1.2881546666666666
21,0.329034
22,4.665571333333333
23,2.7882276666666663
24,1.5918723333333336
25,0.6949063333333333
26,1.542185
27,1.003185
28,2.5951416666666667
29,2.9050763333333336
30,6.615271666666668
31,0.061946
32,0.0656473333333333
33,1.879156
34,0.8935339999999999
35,0.0093896666666666
36,1.3058113333333334
37,1.483072333333333
38,0.3305376666666667
39,1.4471446666666663
40,1.1417403333333334
41,13.692873
42,6.0703640000000005
43,16.413760333333332
44,0.9494666666666666
45,0.58039
46,1.1057273333333333
47,2.554121666666666
48,2.380641
49,7.147881000000001
50,5.175512333333334
51,7.826983666666667
52,8.17174
53,0.0795883333333333
54,0.062131
55,0.0971086666666666
56,1.6013706666666667
57,1.195681
58,42.773037666666674
59,0.9241053333333332
60,289.5148226666667
61,15.471035333333331
62,3.2549766666666664
63,3.001008666666667
64,4.676167666666667
65,0.0482569999999999
66,4.019739
67,2.8206826666666664
68,4.267652333333333
69,1.1868583333333331
70,8.425717
