QueryID,Runtime
1,0.019072
2,0.001095
3,0.001348
4,0.0007506666666666
5,0.362192
6,3.1399000000000004
7,1.4349676666666664
8,5.633488666666668
9,0.5594213333333333
10,0.3345763333333333
11,0.643021
12,1.6324876666666668
13,1.006604
14,2.135149
15,0.0131293333333333
16,0.1468176666666666
17,0.0011216666666666
18,0.0018943333333333
19,6.82144
20,1.413451
21,0.3414633333333333
22,4.599355666666667
23,2.725198
24,1.6077106666666665
25,0.6722126666666667
26,1.5385726666666668
27,2.671695
28,2.3024763333333333
29,2.749987666666667
30,6.511604000000001
31,0.0603636666666666
32,0.0605443333333333
33,1.9013443333333333
34,0.7528143333333333
35,0.003664
36,1.229363
37,0.8394499999999999
38,0.32163
39,0.7181226666666666
40,1.1412626666666668
41,13.455822
42,5.925093333333334
43,16.282395333333334
44,1.133249333333333
45,0.6226066666666666
46,1.1602396666666668
47,4.657150000000001
48,2.3820026666666667
49,7.432239
50,5.393804
51,8.158698333333334
52,3.643345666666667
53,0.1233076666666666
54,0.0939746666666666
55,0.1583543333333333
56,1.1720746666666668
57,0.9228
58,34.608263666666666
59,0.0373886666666666
60,212.221241
61,20.87908833333333
62,1.781229
63,3.014061666666666
64,2.085993
65,0.0510813333333333
66,2.3490933333333337
67,1.6360123333333334
68,0.4346933333333333
69,0.0974729999999999
70,9.041237666666667
