QueryID,Tables,duckdb_Estimate,duckdb_InferenceTime
9,AN CHN CI N RT T,6153470,7.434368133544922
9,CHN CI CN MC N RT,30023582,11.265754699707031
9,AN CI CN MC N RT,6504437,7.929086685180664
9,AN CHN CI CN MC RT,44191401,5.234956741333008
9,AN CHN CI CN MC N,6547139,7.825613021850586
9,AN CHN CI MC N RT,6350165,8.852005004882812
9,CHN CI CN MC N RT T,23032329,13.78178596496582
9,AN CI CN MC N RT T,4989822,9.11092758178711
9,AN CHN CI CN MC RT T,33901048,13.553619384765625
9,AN CHN CI CN MC N T,5022580,12.902975082397461
9,AN CHN CI MC N RT T,4871473,8.335351943969727
9,AN CHN CI CN MC N RT,6547139,9.209394454956055
9,AN CHN CI CN MC N RT T,5022580,16.704559326171875
10,MC T,2724454,2.9859542846679688
10,CI T,27804532,2.186298370361328
10,CI MC,28693298,2.598285675048828
10,CN MC,2690060,1.4514923095703125
10,CT MC,2609129,1.2469291687011719
10,CHN CI,36482289,1.4214515686035156
10,CI RT,36244344,1.3206005096435547
10,CI MC T,22011813,2.322673797607422
10,CN MC T,2808963,2.2881031036376953
10,CT MC T,2724454,3.816843032836914
10,CHN CI T,27987070,2.415895462036133
10,CI RT T,27804532,2.167224884033203
10,CHN CI MC,28881671,1.9366741180419922
10,CI MC RT,28693298,3.8330554962158203
10,CI CN MC,29583327,2.1715164184570312
10,CI CT MC,28693298,1.8591880798339844
10,CN CT MC,2690060,1.711130142211914
10,CHN CI RT,36482289,3.725290298461914
10,CHN CI MC T,22156322,3.248929977416992
10,CI MC RT T,22011813,2.817869186401367
10,CI CN MC T,22694591,6.462335586547852
10,CI CT MC T,22011813,2.887725830078125
10,CN CT MC T,2808963,5.499362945556641
10,CHN CI RT T,27987070,3.1080245971679688
10,CHN CI MC RT,28881671,5.486249923706055
10,CHN CI CN MC,29777543,2.8581619262695312
10,CHN CI CT MC,28881671,5.4340362548828125
10,CI CN MC RT,29583327,2.5916099548339844
10,CI CT MC RT,28693298,2.380847930908203
10,CI CN CT MC,29583327,2.6035308837890625
10,CHN CI MC RT T,22156322,7.042169570922852
10,CHN CI CN MC T,22843582,8.935928344726562
10,CHN CI CT MC T,22156322,9.230852127075195
10,CI CN MC RT T,22694591,9.889602661132812
10,CI CT MC RT T,22011813,8.02755355834961
10,CI CN CT MC T,22694591,4.772424697875977
10,CHN CI CN MC RT,29777543,3.3380985260009766
10,CHN CI CT MC RT,28881671,8.723258972167969
10,CHN CI CN CT MC,29777543,6.485700607299805
10,CI CN CT MC RT,29583327,8.462190628051758
10,CHN CI CN MC RT T,22843582,9.982109069824219
10,CHN CI CT MC RT T,22156322,8.642435073852539
10,CHN CI CN CT MC T,22843582,8.488655090332031
10,CI CN CT MC RT T,22694591,8.860111236572266
10,CHN CI CN CT MC RT,29777543,8.21232795715332
10,CHN CI CN CT MC RT T,22843582,10.607719421386719
11,LT ML,29997,1.7099380493164062
11,ML T,31322,2.6350021362304688
11,MK ML,2525624,2.1190643310546875
11,MC ML,105091,1.4057159423828125
11,MK T,4723891,1.5845298767089844
11,MC T,2724454,3.1890869140625
11,K MK,4523930,1.2598037719726562
11,MC MK,15849071,1.1463165283203125
11,CT MC,2609129,1.1131763458251953
11,CN MC,2690060,2.6869773864746094
11,LT ML T,31322,1.956939697265625
11,LT MK ML,2525624,1.8284320831298828
11,LT MC ML,105091,3.9415359497070312
11,MK ML T,58523,2.8328895568847656
11,MC ML T,33752,4.120588302612305
11,K MK ML,2525624,1.7824172973632812
11,MC MK ML,638372,1.8520355224609375
11,CT MC ML,105091,1.972198486328125
11,CN MC ML,108350,2.058267593383789
11,K MK T,4723891,2.2246837615966797
11,MC MK T,5090363,2.2771358489990234
11,CT MC T,2724454,2.137422561645508
11,CN MC T,2808963,2.6073455810546875
11,K MC MK,15849071,1.6276836395263672
11,CT MC MK,15849071,4.440069198608398
11,CN MC MK,16340689,5.104541778564453
11,CN CT MC,2690060,5.024194717407227
11,LT MK ML T,58523,5.949974060058594
11,LT MC ML T,33752,3.1080245971679688
11,K LT MK ML,2525624,5.649089813232422
11,LT MC MK ML,638372,5.86247444152832
11,CT LT MC ML,105091,2.308368682861328
11,CN LT MC ML,108350,2.6979446411132812
11,K MK ML T,58523,5.524396896362305
11,MC MK ML T,63063,2.8319358825683594
11,CT MC ML T,33752,7.575511932373047
11,CN MC ML T,34799,6.759405136108398
11,K MC MK ML,638372,4.700899124145508
11,CT MC MK ML,638372,2.7205944061279297
11,CN MC MK ML,658173,2.7222633361816406
11,CN CT MC ML,108350,2.702951431274414
11,K MC MK T,5090363,5.957126617431641
11,CT MC MK T,5090363,2.756834030151367
11,CN MC MK T,5248260,3.032207489013672
11,CN CT MC T,2808963,5.465984344482422
11,CT K MC MK,15849071,5.467653274536133
11,CN K MC MK,16340689,5.974769592285156
11,CN CT MC MK,16340689,2.8722286224365234
11,K LT MK ML T,58523,9.353399276733398
11,LT MC MK ML T,63063,7.258176803588867
11,CT LT MC ML T,33752,5.843639373779297
11,CN LT MC ML T,34799,6.28352165222168
11,K LT MC MK ML,638372,5.805730819702148
11,CT LT MC MK ML,638372,3.8843154907226562
11,CN LT MC MK ML,658173,3.1890869140625
11,CN CT LT MC ML,108350,5.956888198852539
11,K MC MK ML T,63063,4.385471343994141
11,CT MC MK ML T,63063,4.150390625
11,CN MC MK ML T,65019,5.822420120239258
11,CN CT MC ML T,34799,7.231235504150391
11,CT K MC MK ML,638372,6.123542785644531
11,CN K MC MK ML,658173,7.784366607666016
11,CN CT MC MK ML,658173,3.226041793823242
11,CT K MC MK T,5090363,3.8518905639648438
11,CN K MC MK T,5248260,4.23741340637207
11,CN CT MC MK T,5248260,4.833698272705078
11,CN CT K MC MK,16340689,8.61501693725586
11,K LT MC MK ML T,63063,5.481719970703125
11,CT LT MC MK ML T,63063,8.39090347290039
11,CN LT MC MK ML T,65019,6.440639495849609
11,CN CT LT MC ML T,34799,6.1168670654296875
11,CT K LT MC MK ML,638372,10.105371475219727
11,CN K LT MC MK ML,658173,7.60650634765625
11,CN CT LT MC MK ML,658173,10.634422302246094
11,CT K MC MK ML T,63063,7.836103439331055
11,CN K MC MK ML T,65019,9.196281433105469
11,CN CT MC MK ML T,65019,11.80410385131836
11,CN CT K MC MK ML,658173,11.24882698059082
11,CN CT K MC MK T,5248260,7.332563400268555
11,CT K LT MC MK ML T,63063,10.6048583984375
11,CN K LT MC MK ML T,65019,13.290643692016602
11,CN CT LT MC MK ML T,65019,13.477087020874023
11,CN CT K LT MC MK ML,658173,12.229442596435547
11,CN CT K MC MK ML T,65019,13.612985610961914
11,CN CT K LT MC MK ML T,65019,16.374588012695312
12,MI T,13902436,4.307746887207031
12,MI_IDX T,1441033,3.0100345611572266
12,MC T,2724454,3.343343734741211
12,MI MI_IDX,7588402,3.4551620483398438
12,IT1 MI,14968181,1.4925003051757812
12,MC MI,14346824,2.117633819580078
12,IT2 MI_IDX,1392356,2.5489330291748047
12,MC MI_IDX,4834794,2.8810501098632812
12,CT MC,2609129,2.4073123931884766
12,CN MC,2690060,2.7365684509277344
12,MI MI_IDX T,7111031,4.24957275390625
12,IT1 MI T,14026565,2.226591110229492
12,MC MI T,13444296,3.7627220153808594
12,IT2 MI_IDX T,1453900,2.3653507232666016
12,MC MI_IDX T,1552826,6.474494934082031
12,CT MC T,2724454,2.241373062133789
12,CN MC T,2808963,6.340503692626953
12,IT1 MI MI_IDX,7656155,2.058744430541992
12,IT2 MI MI_IDX,7656155,4.804372787475586
12,MC MI MI_IDX,7338334,2.2864341735839844
12,IT1 MC MI,14474921,4.862546920776367
12,CT MC MI,14346824,2.048969268798828
12,CN MC MI,14791844,3.9434432983398438
12,IT2 MC MI_IDX,4877962,1.9953250885009766
12,CT MC MI_IDX,4834794,1.661539077758789
12,CN MC MI_IDX,4984763,4.501819610595703
12,CN CT MC,2690060,2.9768943786621094
12,IT1 MI MI_IDX T,7174523,8.525848388671875
12,IT2 MI MI_IDX T,7174523,7.830142974853516
12,MC MI MI_IDX T,6876695,3.2968521118164062
12,IT1 MC MI T,13564334,2.782583236694336
12,CT MC MI T,13444296,3.861665725708008
12,CN MC MI T,13861321,8.175849914550781
12,IT2 MC MI_IDX T,1566691,3.6516189575195312
12,CT MC MI_IDX T,1552826,2.830028533935547
12,CN MC MI_IDX T,1600993,5.9604644775390625
12,CN CT MC T,2808963,7.322788238525391
12,IT1 IT2 MI MI_IDX,7724514,2.3751258850097656
12,IT1 MC MI MI_IDX,7403855,6.161689758300781
12,IT2 MC MI MI_IDX,7403855,4.796266555786133
12,CT MC MI MI_IDX,7338334,3.1676292419433594
12,CN MC MI MI_IDX,7565960,3.770589828491211
12,CT IT1 MC MI,14474921,2.655029296875
12,CN IT1 MC MI,14923914,2.341032028198242
12,CN CT MC MI,14791844,2.9802322387695312
12,CT IT2 MC MI_IDX,4877962,6.312131881713867
12,CN IT2 MC MI_IDX,5029270,3.9060115814208984
12,CN CT MC MI_IDX,4984763,2.568483352661133
12,IT1 IT2 MI MI_IDX T,7238581,6.077766418457031
12,IT1 MC MI MI_IDX T,6938094,6.194829940795898
12,IT2 MC MI MI_IDX T,6938094,6.950616836547852
12,CT MC MI MI_IDX T,6876695,5.227565765380859
12,CN MC MI MI_IDX T,7090001,10.29515266418457
12,CT IT1 MC MI T,13564334,4.68754768371582
12,CN IT1 MC MI T,13985082,10.346651077270508
12,CN CT MC MI T,13861321,4.213094711303711
12,CT IT2 MC MI_IDX T,1566691,3.7698745727539062
12,CN IT2 MC MI_IDX T,1615288,3.932476043701172
12,CN CT MC MI_IDX T,1600993,4.204988479614258
12,IT1 IT2 MC MI MI_IDX,7469961,4.157781600952148
12,CT IT1 MC MI MI_IDX,7403855,10.991096496582031
12,CN IT1 MC MI MI_IDX,7633513,4.541635513305664
12,CT IT2 MC MI MI_IDX,7403855,3.735780715942383
12,CN IT2 MC MI MI_IDX,7633513,5.082845687866211
12,CN CT MC MI MI_IDX,7565960,4.273653030395508
12,CN CT IT1 MC MI,14923914,3.859996795654297
12,CN CT IT2 MC MI_IDX,5029270,3.6988258361816406
