QueryID,Tables,duckdb_Estimate,duckdb_InferenceTime
60,CI MC MI MK T,35327,64.8646354675293
61,MI T,198583,18.419504165649414
61,MI_IDX T,360258,7.76982307434082
61,CI T,27804532,3.9474964141845703
61,MK T,4723891,2.979755401611328
61,MI MI_IDX,27098,16.09349250793457
61,CI MI,2330750,14.390230178833008
61,MI MK,355327,14.637231826782227
61,CI MI_IDX,3794157,13.924121856689453
61,MI_IDX MK,16104300,8.562088012695312
61,CI MK,49750884,3.8068294525146484
61,MI MI_IDX T,25390,20.520448684692383
61,CI MI T,1788015,18.476009368896484
61,MI MK T,332936,15.555381774902344
61,CI MI_IDX T,2910654,11.553287506103516
61,MI_IDX MK T,673106,6.529808044433594
61,CI MK T,38165956,6.392002105712891
61,CI MI MI_IDX,243989,14.833211898803711
61,MI MI_IDX MK,45431,18.16415786743164
61,CI MI MK,3199310,18.777132034301758
61,CI MI_IDX MK,5208059,9.066104888916016
61,CI MI MI_IDX T,187174,22.58443832397461
61,MI MI_IDX MK T,42569,21.985769271850586
61,CI MI MK T,2454323,17.568588256835938
61,CI MI_IDX MK T,3995317,7.551431655883789
61,CI MI MI_IDX MK,334912,21.66581153869629
61,CI MI MI_IDX MK T,256925,23.400068283081055
62,MI T,39716,12.716054916381836
62,MI_IDX T,72051,7.644176483154297
62,CI T,5560902,4.779815673828125
62,MK T,944777,3.8695335388183594
62,MI MI_IDX,27098,18.653154373168945
62,CI MI,2330750,17.838239669799805
62,MI MK,355327,17.679452896118164
62,CI MI_IDX,3794157,7.374048233032227
62,MI_IDX MK,16104300,9.658575057983398
62,CI MK,49750884,2.3386478424072266
62,MI MI_IDX T,5078,21.755695343017578
62,CI MI T,357602,12.304306030273438
62,MI MK T,66587,11.210203170776367
62,CI MI_IDX T,582130,7.660865783691406
62,MI_IDX MK T,134621,9.311199188232422
62,CI MK T,7633185,6.989240646362305
62,CI MI MI_IDX,243989,14.638662338256836
62,MI MI_IDX MK,45431,16.574859619140625
62,CI MI MK,3199310,18.487215042114258
62,CI MI_IDX MK,5208059,9.972095489501953
62,CI MI MI_IDX T,37434,15.92707633972168
62,MI MI_IDX MK T,8513,22.016286849975586
62,CI MI MK T,490864,19.977092742919922
62,CI MI_IDX MK T,799062,10.531425476074219
62,CI MI MI_IDX MK,334912,22.225379943847656
62,CI MI MI_IDX MK T,51385,23.748397827148438
63,MK T,787316,14.169692993164062
63,CI T,4634096,12.185096740722656
63,MI_IDX T,60043,9.601593017578125
63,CI MK,49750884,1.9841194152832031
63,MI_IDX MK,16104300,4.7168731689453125
63,CI MI_IDX,3794157,10.301351547241211
63,CI MK T,6361002,11.123418807983398
63,MI_IDX MK T,112184,9.476661682128906
63,CI MI_IDX T,485109,14.107465744018555
63,CI MI_IDX MK,5208059,7.99560546875
63,CI MI_IDX MK T,665887,17.8680419921875
64,MK T,787316,9.82213020324707
64,CI T,4634096,12.231111526489258
64,MI_IDX T,60043,16.04485511779785
64,CI MK,49750884,2.4514198303222656
64,MI_IDX MK,16104300,4.633665084838867
64,CI MI_IDX,3794157,7.572174072265625
64,CI MK T,6361002,13.018369674682617
64,MI_IDX MK T,112184,16.8302059173584
64,CI MI_IDX T,485109,16.56031608581543
64,CI MI_IDX MK,5208059,7.930755615234375
64,CI MI_IDX MK T,665887,18.09072494506836
65,MK T,0,2.177715301513672
65,MC T,10811,11.19375228881836
65,MI T,110324,2.8061866760253906
65,MC MK,140,16.245365142822266
65,MI MK,439,2.0558834075927734
65,MC MI,7172599,10.124921798706055
65,MC MK T,0,16.58916473388672
65,MI MK T,3,4.652500152587891
65,MC MI T,53338,18.185138702392578
65,MC MI MK,212,16.08729362487793
65,MC MI MK T,1,16.019344329833984
66,MI T,39716,14.773130416870117
66,MK T,944777,2.1300315856933594
66,MI_IDX T,72051,7.531166076660156
66,MC T,544890,4.46772575378418
66,MI MK,355327,10.296821594238281
66,MI MI_IDX,27098,18.98956298828125
66,MC MI,204931,11.312007904052734
66,MI_IDX MK,16104300,3.736257553100586
66,MC MK,15849071,1.2178421020507812
66,MC MI_IDX,1208699,4.226207733154297
66,MI MK T,66587,9.329080581665039
66,MI MI_IDX T,5078,20.978212356567383
66,MC MI T,38403,11.084794998168945
66,MI_IDX MK T,134621,9.246587753295898
66,MC MK T,1018071,6.415128707885742
66,MC MI_IDX T,77641,6.517171859741211
66,MI MI_IDX MK,45431,20.295143127441406
66,MC MI MK,343579,14.072418212890625
66,MC MI MI_IDX,26202,16.988515853881836
66,MC MI_IDX MK,7342207,10.781049728393555
66,MI MI_IDX MK T,8513,16.760826110839844
66,MC MI MK T,64385,18.950223922729492
66,MC MI MI_IDX T,4910,17.694711685180664
66,MC MI_IDX MK T,145064,12.923955917358398
66,MC MI MI_IDX MK,43929,21.28148078918457
66,MC MI MI_IDX MK T,8232,22.734880447387695
67,MI T,39716,13.547420501708984
67,MK T,944777,2.631664276123047
67,MI_IDX T,72051,10.534048080444336
67,MC T,544890,2.8963088989257812
67,MI MK,355327,16.323566436767578
67,MI MI_IDX,27098,18.920183181762695
67,MC MI,204931,14.02425765991211
67,MI_IDX MK,16104300,6.95490837097168
67,MC MK,15849071,3.249645233154297
67,MC MI_IDX,1208699,9.853124618530273
67,MI MK T,66587,10.388851165771484
67,MI MI_IDX T,5078,14.686822891235352
67,MC MI T,38403,16.515016555786133
67,MI_IDX MK T,134621,11.241674423217773
67,MC MK T,1018071,6.551027297973633
67,MC MI_IDX T,77641,9.702920913696289
67,MI MI_IDX MK,45431,18.52250099182129
67,MC MI MK,343579,11.838912963867188
67,MC MI MI_IDX,26202,17.68016815185547
67,MC MI_IDX MK,7342207,10.939598083496094
67,MI MI_IDX MK T,8513,21.236419677734375
67,MC MI MK T,64385,16.15166664123535
67,MC MI MI_IDX T,4910,21.10123634338379
67,MC MI_IDX MK T,145064,11.502504348754883
67,MC MI MI_IDX MK,43929,18.209218978881836
67,MC MI MI_IDX MK T,8232,22.84836769104004
68,MI T,39716,27.42481231689453
68,MC T,544890,5.114555358886719
68,CI T,505536,46.079158782958984
68,MK T,188955,6.538152694702148
68,MC MI,204931,17.431259155273438
68,CI MI,211886,55.744171142578125
68,MI MK,71065,22.60446548461914
68,CI MC,2608482,44.50702667236328
68,MC MK,3169814,2.4323463439941406
68,CI MK,904561,39.19029235839844
68,MC MI T,38403,26.772737503051758
68,CI MI T,32509,62.45923042297363
68,MI MK T,13317,26.78656578063965
68,CI MC T,400214,48.91824722290039
68,MC MK T,203614,4.267692565917969
68,CI MK T,138785,48.61640930175781
68,CI MC MI,167742,60.08768081665039
68,MC MI MK,68715,26.499509811401367
68,CI MI MK,58169,62.477827072143555
68,CI MC MK,716107,47.38473892211914
68,CI MC MI T,25736,63.288211822509766
68,MC MI MK T,12877,26.984453201293945
68,CI MI MK T,8924,61.92612648010254
68,CI MC MK T,109871,40.74287414550781
68,CI MC MI MK,46050,63.3087158203125
68,CI MC MI MK T,7065,60.8212947845459
69,MI T,39716,24.751901626586914
69,MC T,544890,3.8497447967529297
69,CI T,505536,43.16902160644531
69,MK T,188955,3.7729740142822266
69,MC MI,204931,21.98505401611328
69,CI MI,211886,58.815956115722656
69,MI MK,71065,26.25274658203125
69,CI MC,2608482,40.81296920776367
69,MC MK,3169814,1.9178390502929688
69,CI MK,904561,39.79992866516113
69,MC MI T,38403,26.94106101989746
69,CI MI T,32509,62.21199035644531
69,MI MK T,13317,18.69654655456543
69,CI MC T,400214,45.7305908203125
69,MC MK T,203614,3.1943321228027344
69,CI MK T,138785,50.55975914001465
69,CI MC MI,167742,66.31875038146973
69,MC MI MK,68715,25.620222091674805
69,CI MI MK,58169,62.40367889404297
69,CI MC MK,716107,48.82216453552246
69,CI MC MI T,25736,63.47155570983887
69,MC MI MK T,12877,27.027606964111328
69,CI MI MK T,8924,62.203407287597656
69,CI MC MK T,109871,49.36528205871582
69,CI MC MI MK,46050,57.43551254272461
69,CI MC MI MK T,7065,64.29409980773926
70,MI T,39716,18.63408088684082
70,MI_IDX T,72051,7.257699966430664
70,CI T,5560902,5.019187927246094
70,MK T,944777,1.6415119171142578
70,MI MI_IDX,27098,20.501375198364258
70,CI MI,2330750,16.90983772277832
70,MI MK,355327,17.955541610717773
70,CI MI_IDX,3794157,6.391048431396484
70,MI_IDX MK,16104300,9.913921356201172
70,CI MK,49750884,1.3294219970703125
70,MI MI_IDX T,5078,17.427444458007812
70,CI MI T,357602,18.828630447387695
70,MI MK T,66587,11.200904846191406
70,CI MI_IDX T,582130,5.497932434082031
70,MI_IDX MK T,134621,10.343074798583984
70,CI MK T,7633185,3.0846595764160156
70,CI MI MI_IDX,243989,15.17629623413086
70,MI MI_IDX MK,45431,21.365642547607422
