QueryID,Tables,safebound_Estimate,safebound_InferenceTime
69,MI MC,17723117.97481023,0.639
69,MI CI,41836275.99999999,0.973
69,MK MI,74206.0,0.796
69,CI MC,36797048.23339826,0.585
69,MK MC,49143.01014729952,0.41800000000000004
69,MK CI,146072.0,0.75
69,T MI MC,9056262.714653425,2.8600000000000003
69,T MI CI,39813613.99999999,3.523
69,T MI MK,74206.00000000003,2.747
69,T MC CI,15510516.417940523,2.3249999999999997
69,T MC MK,40338.64740311749,1.822
69,T CI MK,146072.0,2.4299999999999997
69,MI MC CI,740432421.6921067,1.157
69,MI MC MK,4663978.029459902,0.9179999999999999
69,MI CI MK,15072128.0,1.2260000000000002
69,MC CI MK,10504244.545335516,0.847
69,T MI MC CI,515664313.983422,4.205
69,T MI MC MK,3845813.630583451,3.3019999999999996
69,T MI CI MK,15072128.000000011,3.891
69,T MC CI MK,8440023.757870741,2.939
69,MI MC CI MK,1152179560.5924716,1.302
69,T MI MC CI MK,924815042.2181014,4.552
70,T MI,1533909.0,1.088
70,MI_IDX T,459925.0,0.696
70,T CI,33978132.0,0.49
70,MK T,2946979.000000001,0.615
70,MI_IDX MI,1533909.0,0.722
70,MI CI,83574790.20576264,0.5469999999999999
70,MK MI,27812897.62666552,0.5900000000000001
70,MI_IDX CI,20200237.54669576,0.423
70,MI_IDX MK,4523930.0,0.441
70,MK CI,438622123.29793966,0.283
70,T MI MI_IDX,1533909.0,1.6520000000000001
70,T MI CI,84762670.00432695,1.583
70,T MI MK,20902950.973789297,1.641
70,T MI_IDX CI,20404713.116936278,1.057
70,T MI_IDX MK,2946979.000000001,1.2249999999999999
70,T CI MK,342479095.2019453,0.987
70,MI MI_IDX CI,83574790.20576264,0.891
70,MI MI_IDX MK,27812897.62666552,0.924
70,MI CI MK,4445375668.348722,0.785
70,MI_IDX CI MK,438622123.29793966,0.699
70,T MI MI_IDX CI,84762670.00432695,1.9789999999999999
70,T MI MI_IDX MK,20902950.973789297,2.154
70,T MI CI MK,4059641748.3415136,1.964
70,T MI_IDX CI MK,342479095.2019453,1.5510000000000002
70,MI MI_IDX CI MK,4445375668.348722,1.083
70,T MI MI_IDX CI MK,4059641748.3415136,2.493
