QueryID,Runtime
1,0.0339633333333333
2,1.5052313333333334
3,0.2816566666666666
4,0.1057673333333333
5,0.3539826666666667
6,0.1940323333333333
7,0.0852846666666666
8,0.1688743333333333
9,0.1182833333333333
10,0.1417953333333333
11,0.1604506666666666
12,0.094432
13,0.04151
14,0.1857143333333333
15,0.4122806666666667
16,0.0599873333333333
17,0.018109
18,0.0540976666666666
19,0.033553
20,0.088297
21,0.0486536666666666
22,0.1967176666666666
23,0.0654776666666666
24,0.0301973333333333
25,0.0786753333333333
26,0.0534233333333333
27,0.0803446666666666
28,0.8297113333333334
29,0.198843
30,89.93648966666667
31,16.31700066666667
32,0.866048
33,0.0603453333333333
34,22.811458666666667
35,0.501063
36,0.1679653333333333
37,0.133735
38,3.886439333333333
39,0.4466116666666666
40,0.0438169999999999
41,0.015359
42,0.1557246666666666
43,0.4227123333333333
44,0.1469096666666666
45,0.0206623333333333
46,0.232793
47,2.6162526666666666
48,0.1382473333333333
49,3.2322903333333333
50,0.046993
51,7.266142333333334
52,9.659730333333334
53,0.1061616666666666
54,0.0141593333333333
55,0.0828016666666666
56,0.652111
57,0.0395843333333333
58,729.7281176666667
59,5.718237666666667
60,0.5587483333333333
61,0.193098
62,0.039948
63,0.068549
64,0.0992696666666666
65,0.0525103333333333
66,0.3203483333333333
67,0.0218629999999999
68,44.56899933333333
69,4.517046333333333
70,20.157836666666668
71,2.7662986666666662
72,0.2832836666666666
73,0.0954113333333333
74,1.652246
75,0.3623196666666666
76,0.1399886666666666
77,1.2261803333333334
78,0.050659
79,0.2651363333333333
80,0.1021153333333333
81,0.0651506666666666
82,0.14174
83,0.1132796666666666
84,0.4323473333333333
85,0.4296483333333333
86,0.0887953333333333
87,0.1040093333333333
88,1.6650196666666666
89,0.123006
90,0.1115113333333333
91,0.315493
92,0.0785603333333333
93,0.1529453333333333
94,0.1728436666666667
95,0.3814216666666666
96,0.272039
97,2.153172333333333
98,1.5436519999999998
99,0.3985913333333333
100,0.0997753333333333
101,0.1275213333333333
102,0.1858923333333333
103,0.8578663333333333
104,0.4979936666666666
105,5.0225903333333335
106,0.285626
107,20.279058666666668
108,22.092112333333333
109,0.1162779999999999
110,0.1301666666666666
111,0.147717
112,0.1412246666666666
113,1.4576666666666669
114,0.879201
115,3.253423
116,0.1722146666666666
117,0.1159846666666666
118,0.1472743333333333
119,0.401367
120,1270.5051816666669
121,0.2147956666666667
122,1869.1206233333328
123,5.411544
124,0.3651743333333333
125,0.1266593333333333
126,111.54617666666668
127,0.1697026666666666
128,0.222127
129,0.2428576666666666
130,0.085802
131,1.2254396666666667
132,0.0610133333333333
133,0.8269730000000001
134,15.929156999999998
135,80.43198733333334
136,16.871937
137,0.1752283333333333
138,4.0672266666666665
139,0.2579076666666666
140,31.837097
141,10.976135666666666
142,10.337725333333331
143,27.581420666666663
144,1.0059436666666668
145,0.2578546666666667
146,0.2047173333333333
