QueryID,safebound_Estimate,safebound_InferenceTime
1,79851.0,0.8547306060791016
2,13321780.138321213,1.5048980712890625
3,8247476.000000002,2.009868621826172
4,11512370.589882445,1.5385150909423828
5,20958106.34446118,1.2471675872802734
6,913718.020138244,1.7943382263183594
7,99139960.51403117,1.621246337890625
8,59373609.33067831,2.2323131561279297
9,1179454.9497726127,1.1463165283203125
10,4030249.6583726346,3.0679702758789062
11,915924.349079181,13.169527053833008
12,2113662.2316255355,4.189014434814453
13,2865174.837495417,1.7867088317871094
14,51436.26466636814,4.2057037353515625
15,13321780.138321213,2.3856163024902344
16,537823.4023604052,4.513025283813477
17,424352.0,0.6489753723144531
18,117919.0409035409,0.8587837219238281
19,11102.0,1.3730525970458984
20,299843.5592948718,2.645254135131836
21,34789.0,2.5577545166015625
22,6995153.664923294,1.8258094787597656
23,339247.256048004,5.025625228881836
24,19162.526315789473,3.4890174865722656
25,4367670.385651386,2.918720245361328
26,172132.47818521425,1.8286705017089844
27,2592953.530230245,6.9580078125
28,54085097.60158057,2.6307106018066406
29,2802284.584311698,12.038230895996094
30,734072974.731026,3.4067630767822266
31,238646617.9072388,3.5376548767089844
32,492473461.6201125,13.913154602050781
33,23035456.104800794,7.280111312866211
34,2301333017.186745,2.181529998779297
35,86966569.7585112,4.754304885864258
36,1946720.8024377965,4.555463790893555
37,108599239.07103111,1.2278556823730469
38,2313475188.3660855,3.3850669860839844
39,351044268.0614794,8.073568344116211
40,267143.2488911068,4.87971305847168
41,242066.73137464962,9.728431701660156
42,1553396.3156825856,6.5670013427734375
43,154474865.1503241,5.024433135986328
44,20355147.961172357,18.261194229125977
45,9372319.043478262,7.321834564208984
46,7652553.601685826,9.05299186706543
47,9534354370.60661,8.428812026977539
48,2214852706.731237,5.837202072143555
49,8187412562.699917,10.666608810424805
50,158103333.42417246,11.343002319335938
51,101290356055.86583,4.927158355712891
52,8976256400.082476,16.56317710876465
53,46924306.9662347,2.3970603942871094
54,29285352.766378537,5.839824676513672
55,32948861.34573337,9.005308151245117
56,193504512.0,1.6474723815917969
57,7881504.0,3.7190914154052734
58,14393311817849.578,7.343769073486328
59,72169414452.21968,19.737720489501953
60,7055833407.125722,2.736330032348633
61,871626932.3351625,8.589506149291992
62,282681408.9478332,10.396480560302734
63,116411363.74013846,7.597684860229492
64,183670898.47625092,12.803792953491211
65,52185137.36593695,20.425081253051758
66,1506305.5415754847,8.204221725463867
67,1648916.6953395451,15.376806259155273
68,176289024443.7924,1.600027084350586
69,74359365850.27924,7.897377014160156
70,23600264755.545963,12.233734130859375
71,3373520650.5045385,3.8330554962158203
72,18525978065.95724,4.664421081542969
73,2439593845.0200167,6.3228607177734375
74,3751571000.842846,13.69166374206543
75,465005699.20952344,21.726131439208984
76,20850236.450652614,23.536205291748047
77,1402180296.3598738,12.751102447509766
78,60293548.9098745,7.897853851318359
79,1206127618.7550535,12.787580490112305
80,10715193.134900784,3.6606788635253906
81,2934881.0708331685,4.7016143798828125
82,5062722.358004069,3.2732486724853516
83,22266087.5101134,2.9191970825195312
84,30313436.075974867,1.374959945678711
85,30305535.71464696,1.4739036560058594
86,1122132.089929963,3.492593765258789
87,1128817.7702182096,5.452394485473633
88,13321780.138321213,2.366304397583008
89,2418315.0,4.445314407348633
90,4026724.3689009766,4.0721893310546875
91,68463989.26666512,2.3822784423828125
92,225928.41346153838,2.8946399688720703
93,6722344.557551626,2.651214599609375
94,7032362.546321651,1.2085437774658203
95,24317658.95223125,0.7824897766113281
96,20085502.275641028,2.6662349700927734
97,1828840087.231911,6.018161773681641
98,5330174196.798421,3.022909164428711
99,92133306.77705212,4.870891571044922
100,921310.2189179234,5.255460739135742
101,1300663.3610484677,7.892370223999023
102,15428870.565153407,4.382610321044922
103,29971072.799620584,10.866880416870117
104,359800209.2398821,12.35198974609375
105,106323022104.74413,3.941059112548828
106,36858227.0343055,9.452581405639648
107,2288877428.809415,4.246234893798828
108,2301333017.186745,2.183675765991211
109,101998147.0580485,1.8682479858398438
110,100230428.52345754,1.962423324584961
111,114762951.65126063,1.9216537475585938
112,105231086.39195144,1.7147064208984375
113,95577467.68275075,11.897563934326172
114,348059450.7230432,7.588863372802734
115,197519001.82155198,8.872509002685547
116,4992289373.403126,3.978729248046875
117,1413960.3730075695,4.847049713134766
118,1258810.6117849804,10.026693344116211
119,1275545343.6586764,3.606557846069336
120,18013256971.862694,1.6362667083740234
121,218910199.06658804,6.7806243896484375
122,17161951217.574547,1.8763542175292969
123,990444436.7509176,2.5835037231445312
124,97909884.00478859,9.180068969726562
125,5032354.71527513,7.81559944152832
126,7771482943.036371,1.6345977783203125
127,39206328.04445415,5.293607711791992
128,7652553.601685826,9.069681167602539
129,66993692.60791015,6.36744499206543
130,1381254.4501806684,9.453058242797852
131,165100281410.90128,6.052970886230469
132,885510049.9394498,7.704019546508789
133,502612287.8868281,16.98136329650879
134,1569265705.029466,9.498357772827148
135,380401774095.3217,4.595518112182617
136,5108331571.74631,19.179582595825195
137,25108762.26147859,10.495424270629883
138,192655808.0,2.8655529022216797
139,1697266945.6138153,5.602359771728516
140,42279860074.43101,12.439727783203125
141,93833053085.22932,5.710601806640625
142,84436492980.4603,16.147851943969727
143,64612727365.745445,9.07278060913086
144,5598816842.350563,7.242441177368164
145,59241263.67427258,9.680509567260742
146,107462815.78132789,5.944728851318359
