QueryID,lpbound_Estimate
1,296153.3870412422
2,2376.9999999999977
3,326803.3982381461
4,110826.9999999999
5,1685234.0596629349
6,863148.0291305728
7,1274246.0000000012
8,41377.94751005915
9,271161.73814220785
10,809459.9999999935
11,200367.99999999994
12,830.0
13,829.999999999999
14,22696.000000000004
15,271256.25186528027
16,863148.0291305728
17,2904.4297202721236
18,6068.7052984965185
19,863148.0291305728
20,97507.75902973075
21,378254.71509037854
22,54118.0961618376
23,58957.00000000014
24,1117389.9999999965
25,829.999999999999
26,829.999999999999
27,2818.965104648015
28,829.999999999999
29,100505.9999999999
30,18730.99999999998
31,1781510.2514888959
32,45433.658943562856
33,379544.73477444006
34,486077.1106974697
35,1070560.000000001
36,75723.00000000009
37,529709.2614255473
38,44310.99999999988
39,1274246.0000000012
40,1274246.0000000012
41,1274246.0000000012
42,194257.00000000032
43,351089.0000000009
44,1274246.0000000012
45,1143296.386233673
46,130632.99999999975
47,6467.9999999999845
48,262478.99999999953
49,634273.9999999963
50,2490.000000000003
51,115324.9999999997
52,1666407.542662945
53,84664.57577995655
54,28826.999999999884
55,271256.25186528027
56,37936.17655814234
57,139903.20429008274
58,2291.919644091857
59,30981.61414289174
60,36203.78959838443
61,1846.7974029279208
62,1005533.1441379759
63,139301.83457155197
64,37996.551688278676
65,37996.551688278676
66,1467.8656473597543
67,5219.029953991422
68,23891.852272270524
69,36203.78959838443
70,36680.350203380556
71,24701.36671849853
72,37996.551688278676
73,29909.440783806025
74,37996.551688278676
75,37996.551688278676
76,39493.55035293815
77,2291.91964409186
78,34811.6171250416
79,35669.96672174733
80,1722.03968162526
81,25231.480496885597
82,72912.60080397635
83,37996.551688278676
84,11353.355979621205
85,1321.0976804530085
86,17921.390555028862
87,2291.919644091857
88,37684.99827549288
89,72912.60080397635
90,25588.597046568117
91,11341.631628650284
92,17921.390555028862
93,39570.58027371982
94,90189.73084112375
95,91171.73007943225
96,4541452.733275758
97,46637.45168853042
98,1384.000000000001
99,81010.00509196383
100,2291.919644091857
101,829.999999999999
102,17921.390555028862
103,27568.49081823129
104,42403.0000000001
105,14486.81423858468
106,17921.390555028862
107,1161732.2597078914
108,44401.119325677224
109,37996.551688278676
110,26926.734113144834
111,6058.999999999996
112,1422032.0111908382
113,59388.14903144129
114,624270.2127528276
115,46975.645134781305
116,162729.8113401612
